id,score,category,text
1303,5,positive,"['promonya', 'gratis', 'ongkir', 'barang', 'segar']"
1304,5,positive,"['layan', 'cepat', 'banget', 'ramah', 'moga', 'lancar']"
1305,5,positive,"['barang', 'fresh', 'kemas', 'rapi', 'modern']"
1306,5,positive,"['pengirimn', 'cepat', 'aman']"
1307,4,positive,"['puas', 'dapat', 'gratis', 'minyak', 'goreng', 'rumah', 'barang', 'sen', 'sudah', 'sampai', 'deh']"
1308,1,negative,"['asih', 'program', 'referal', 'deh', 'erti', 'arti', 'unitsatu', 'alamat', 'ya', 'kali', 'komplek', 'beda', 'rumah', 'bilang', 'unitsatu', 'rumah', 'hellow', 'tulis', 'wilayah', 'atur', 'malu', 'orang', 'dukcapil', 'erti', 'nama', 'alamat']"
1309,1,negative,"['sulit', 'kalau', 'ubah', 'batalin', 'pesan', 'free', 'cashback', 'tau', 'enggak']"
1310,1,negative,"['buruk', 'kembali', 'dana', 'minggu', 'hsil', 'refund']"
1311,5,positive,['mantap']
1312,5,positive,"['fresh', 'semua']"
1313,5,positive,"['segar', 'buah', 'sayur', 'mantap']"
1314,5,positive,"['senang', 'belanja', 'segar', 'promo', 'bonus', 'minyak', 'goreng', 'liter', 'alhamdulillah']"
1315,5,positive,"['bantu', 'apalagiyg', 'promobuat', 'dijuallagimakin', 'keren']"
1316,5,positive,"['layan', 'bagus', 'cptpkok', 'is', 'the', 'best', 'segar']"
1317,5,positive,"['good', 'job']"
1318,5,positive,['puas']
1319,5,positive,"['fresh', 'relatif', 'murah']"
1320,5,positive,['jos']
1321,5,positive,['ok']
1322,5,positive,"['download', 'aplikasi', 'rutin', 'belanja', 'produk', 'rumah', 'gardan', 'pakai', 'ongkir']"
1323,5,positive,"['kualitas', 'segar']"
1324,5,positive,"['belanja', 'nyaman']"
1325,5,positive,"['packingnya', 'keren', 'banget', 'kualitas', 'cs', 'ramah', 'solusi', 'cepat', 'moga', 'kualitas', 'tahan']"
1326,4,positive,"['puas', 'belanja', 'segar', 'kualitas', 'barang', 'okey']"
1327,5,positive,"['bintang', 'bicara']"
1328,5,positive,"['kirim', 'cepatsemua', 'segerrrrgak', 'kecewa']"
1329,5,positive,"['terima', 'kasih', 'puas', 'dengan', 'barang', 'kirim', 'ke rumah', 'mudah', 'lagi', 'minat']"
1330,5,positive,"['bagus', 'sih', 'kirim']"
1331,5,positive,"['puas', 'kurir', 'ramahbarang', 'bagus', 'blanja', 'mudah', 'moga', 'segri', 'sukses']"
1332,5,positive,['bagus']
1333,4,positive,"['lumayan', 'muas']"
1334,1,negative,"['aplikasi', 'kagak', 'kagak', 'order', 'order', 'lagi', 'cek', 'kirim']"
1335,4,positive,"['oke', 'sisa', 'kembali', 'dana']"
1336,3,neutral,[]
1337,5,positive,"['produk', 'kirim', 'segar', 'harga', 'ekonomis', 'proses', 'cepat', 'pesan', 'besok', 'pagi', 'sudah', 'sampai', 'moga', 'packaging', 'aman', 'dus', 'karton', 'musim', 'hujan', 'bagaimana', 'mantap', 'packaging', 'ikan', 'daging', 'segar', 'dkk', 'bungkus', 'buble', 'alumuniumfoiles', 'batu', 'jaga', 'segar', 'moga', 'segar', 'update', 'fasilitas']"
1338,5,positive,"['selalu', 'puas', 'pesan', 'segar', 'tingkat', 'terus', 'layan']"
1339,5,positive,"['produk', 'segar', 'packaging', 'rapi', 'delivery', 'cepat', 'muas']"
1340,5,positive,"['harga', 'jangkau', 'kirim', 'jamin', 'mohon', 'tingkat', 'batas', 'barang', 'info', 'konsumen', 'adahabis', 'konsumen', 'langsung', 'cek', 'invoice', 'barang', 'terima', 'kasih']"
1341,4,positive,"['daerah', 'bogor', 'kota', 'kak']"
1342,1,negative,"['refund', 'enggak', 'kerja', 'sudah', 'masuk', 'juga', 'cs', 'mohon', 'maaf', 'kendala', 'kak', 'bantu', 'kece', 'mohon', 'tunggu', 'informasi', 'habis', 'cs', 'balas', 'belanja', 'lagi', 'takut', 'barang', 'uang', 'numpuk', 'tolong', 'baik', 'kembali', 'refund', 'cepat', 'malas', 'order']"
1343,5,positive,"['puasa', 'belanja', 'segar', 'bantu', 'juga', 'tinggal', 'tunggu', 'rumah', 'garansi', 'produk', 'rusak', 'sampai', 'telat', 'voucher', 'kompensasi', 'kualitas', 'segar', 'sukses', 'ya', 'lebaran', 'voucher', 'kakak']"
1344,5,positive,"['puas', 'banget', 'belanja', 'segar', 'sayur', 'fresh', 'banget', 'kemas', 'rapi', 'tambah', 'bonus', 'plus', 'free', 'ongkir', 'top', 'deh']"
1345,5,positive,"['sayur', 'segar', 'puas', 'belanja']"
1346,5,positive,['bagus']
1347,5,positive,"['belanja', 'segar', 'membsntu', 'harga', 'mahal', 'sayur', 'daging', 'ikan', 'kemas', 'rapi', 'bersih']"
1348,4,positive,"['mantap', 'pokok']"
1349,5,positive,"['kualitas', 'baik']"
1350,5,positive,"['murah', 'produk', 'kualitas', 'baik', 'free', 'ongkir', 'dahsyat']"
1351,4,positive,['mantap']
1352,5,positive,['muas']
1353,5,positive,"['belanja', 'murah']"
1354,5,positive,"['senang', 'belanja', 'murah', 'cepat']"
1355,5,positive,"['puas', 'belanja', 'segar', 'barang', 'fresh']"
1356,4,positive,"['belanja', 'sesuai', 'tentu', 'tapi', 'voucher', 'lambat', 'terima', 'kasih', 'segar']"
1357,5,positive,"['mantap', 'belanja', 'segar', 'diskon']"
1358,5,positive,['ok']
1359,5,positive,"['barang', 'bagus', 'murah']"
1360,5,positive,"['barang', 'kirim', 'fresh', 'alhamdulillah', 'beli', 'buah', 'dapat', 'bagus', 'terima', 'kasih']"
1361,5,positive,"['bagus', 'saran', 'indonesia', 'pakai', 'aplikasi', 'cuman', 'jadetabek', 'keren', 'sih']"
1362,5,positive,['good']
1363,5,positive,"['barang', 'layak']"
1364,5,positive,"['moga', 'lebih', 'dalam', 'layan']"
1365,5,positive,"['bahan', 'segar', 'kirim', 'sesuai', 'top']"
1366,5,positive,"['respon', 'cepat', 'antar', 'cepat', 'barang', 'premium', 'kemas', 'aman', 'beli', 'pas', 'harga', 'sale']"
1367,5,positive,['mantul']
1368,5,positive,"['repeat', 'order']"
1369,5,positive,"['produk', 'segar', 'kualitas', 'aman', 'tangan', 'konsumen', 'packagingnya', 'oke', 'banget']"
1370,5,positive,"['puas', 'pakai', 'segar', 'belanja', 'sayur', 'tinggal', 'diam', 'dirmah', 'sayur', 'antar']"
1371,1,negative,"['langgan', 'setia', 'minggu', 'saya', 'belanja', 'kali', 'kecewa', 'notifikasi', 'pesan', 'antar', 'tanggal', 'april', 'tanggal', 'april', 'pesan', 'info', 'pesan', 'saya', 'rumah', 'ganggu', 'repot', 'kurir', 'saya', 'buruburu', 'pulang', 'aplikasi', 'sorry', 'admin', 'uninstall', 'aplikasi']"
1372,5,positive,"['sayur', 'bagus', 'fresh']"
1373,5,positive,['bagus']
1374,5,positive,"['puas', 'belnja', 'sinisayuranbuahtlornya', 'fresh', 'banget']"
1375,5,positive,"['aplikasi', 'bantu']"
1376,5,positive,"['segar', 'produk', 'segar', 'fresh']"
1377,5,positive,"['pelayananya', 'nyaman']"
1378,5,positive,"['bagus', 'aplikasi', 'bantu', 'sukses', 'segar']"
1379,5,positive,"['sayur', 'segarmantappp']"
1380,5,positive,['ok']
1381,5,positive,"['segarisegala', 'muas']"
1382,5,positive,"['puas', 'belanja', 'segar', 'real', 'segar', 'segar', 'sayur', 'ayam', 'nyacuma', 'tempe', 'kemarin', 'bagus', 'pas', 'belah', 'hancur']"
1383,4,positive,"['puas', 'banget', 'barang', 'fresh']"
1384,5,positive,['puas']
1385,5,positive,"['sayur', 'segerpengiriman', 'cepat', 'menit', 'sudah', 'sampai']"
1386,5,positive,"['packingan', 'rapibarangnya', 'juga', 'fresh', 'semua']"
1387,5,positive,['mantull']
1388,5,positive,"['barang', 'bagus']"
1389,5,positive,['good']
1390,5,positive,"['fresh', 'banget', 'semua', 'ontime', 'kirim']"
1391,5,positive,['mantap']
1392,5,positive,"['puas', 'belanja', 'online', 'segar', 'barang', 'bagus', 'segar', 'packing', 'aman']"
1393,5,positive,['oke']
1394,1,negative,['wow']
1395,5,positive,"['bagus', 'sayur', 'buah', 'daging', 'bahak', 'promo']"
1396,5,positive,"['promo', 'mantap']"
1397,5,positive,"['barang', 'sesuai', 'pesan', 'fresh']"
1398,5,positive,"['sesal', 'baru', 'kenal', 'hari', 'sekarang', 'belanja', 'praktis', 'rumah', 'buah', 'sayur', 'daging', 'ayam', 'fresh', 'tagih', 'belanja', 'dsegari']"
1399,5,positive,['oke']
1400,5,positive,"['ok', 'semua']"
1401,5,positive,"['senang', 'belanja', 'segar', 'gabung', 'mitra', 'segar', 'produk', 'fresh', 'kirim', 'cepat', 'untung', 'banget', 'enggak', 'keluar', 'beli', 'sayur', 'maju', 'terus', 'segar', 'baik', 'cust', 'cust']"
1402,4,positive,"['good', 'fresh']"
1403,2,negative,['ok']
1404,4,positive,"['kok', 'kota', 'bogor', 'kirim', 'belanja', 'bingung']"
1405,5,positive,"['suka', 'banget', 'belanja', 'segar', 'sudah', 'bersih', 'bahan', 'fresh', 'packing', 'rapi', 'tinggal', 'masuk', 'kulkas', 'masak', 'sat', 'set', 'sat', 'set', 'dong', 'terimakasih', 'segar']"
1406,5,positive,['mantap']
1407,5,positive,"['good', 'fresh']"
1408,5,positive,"['ragu', 'belanja', 'sayur', 'jenis', 'online', 'pas', 'ceritain', 'teman', 'download', 'aplikasi', 'pikirpikir', 'belanja', 'tapi', 'coba', 'puas', 'belanja', 'packing', 'rapi', 'banget', 'barang', 'aman', 'barang', 'juga', 'kualitas', 'harga', 'murah', 'promo', 'kirim', 'cepat', 'enggak', 'tunggu', 'repead', 'order', 'ini', 'sukses', 'buat', 'segar']"
1409,5,positive,"['kualitas', 'bagus', 'harga', 'murah', 'kirim', 'cepat']"
1410,5,positive,"['alhamdulillah', 'buah', 'benar', 'segar', 'banget', 'realpict', 'pas', 'terima', 'kemas', 'telur', 'super', 'kemas', 'kualitas', 'premium', 'top', 'amanah', 'terpecaya', 'terima', 'kasih', 'segarj']"
1411,5,positive,['ok']
1412,5,positive,"['kecewa', 'belanja', 'segar', 'sayur', 'buah', 'benarbenar', 'segar']"
1413,5,positive,"['cepat', 'penggiriman', 'bahan', 'segar', 'segar']"
1414,5,positive,"['segar', 'buah', 'mantap']"
1415,5,positive,"['puas', 'banget', 'belanja', 'hari', 'fresh', 'semua', 'murah', 'lagi', 'terima kasih', 'segar']"
1416,5,positive,"['puas', 'fresh', 'murah']"
1417,5,positive,"['barang', 'kualitas', 'baikpengiriman', 'cepat', 'mantap']"
1418,5,positive,['mantaf']
1419,5,positive,"['segar', 'segar']"
1420,5,positive,['mantap']
1421,5,positive,['kecewa']
1422,5,positive,"['mantap', 'bonus']"
1423,5,positive,"['bantu', 'belanja', 'online', 'harga', 'promo', 'juga', 'ongkir', 'gratis', 'top', 'deh', 'aplikasi', 'segar']"
1424,5,positive,"['sayur', 'bayam', 'fresh', 'bagus']"
1425,4,positive,[]
1426,5,positive,"['terima kasih', 'bantu']"
1427,5,positive,"['puas', 'free', 'layan']"
1428,5,positive,"['keren', 'segar', 'barang']"
1429,5,positive,['okk']
1430,5,positive,"['dapat', 'minyak', 'gratis', 'lagi', 'daging', 'sayur', 'segar', 'check']"
1431,5,positive,"['sayur', 'segar', 'kwalitasnya', 'bgsklau', 'segar', 'langsung', 'infokanjd', 'muas', 'belanja', 'segar']"
1432,5,positive,"['segar', 'belanja', 'segarimksh', 'saya', 'puas', 'kecewa']"
1433,5,positive,['cepat']
1434,5,positive,"['respon', 'order', 'cepat']"
1435,5,positive,"['barang', 'cepat', 'datng', 'fresh', 'suka']"
1436,5,positive,"['barang', 'segar', 'banget']"
1437,5,positive,"['segar', 'bantu', 'kala', 'mager', 'pergi', 'pasar']"
1438,5,positive,"['produk', 'bagussegarpengiriman', 'cepatkemasan']"
1439,5,positive,"['barangy', 'bagus', 'emas', 'rapi']"
1440,5,positive,"['mantap', 'deh', 'ongkir']"
1441,5,positive,"['sayur', 'buah', 'segar', 'packingan', 'rapi']"
1442,5,positive,['mantul']
1443,5,positive,"['praktis', 'promonya', 'jugabarang', 'kualitas', 'bagus', 'segar']"
1444,4,positive,"['pesan', 'pertamacukup', 'memuaskansayuran', 'segar', 'segar']"
1445,5,positive,"['trimakasih', 'segar', 'layan', 'muas', 'dan', 'juga', 'produk', 'bagus', 'kecewa', 'tahan', 'kredibilitas', 'ya', 'dan', 'jangan', 'lupa', 'adakan', 'bonus', 'ya']"
1446,5,positive,"['barang', 'bagus']"
1447,5,positive,"['terima', 'kasih', 'segar', 'kurir', 'ramah', 'kirim', 'cepat']"
1448,5,positive,"['mantullll', 'recomended']"
1449,5,positive,"['bagus', 'amanah']"
1450,5,positive,"['bantu', 'variasi', 'moga', 'depan', 'free', 'ongkir', 'banyak', 'bonus', 'terimakasih', 'segar', 'mudah', 'belanja']"
1451,5,positive,"['suka', 'belanja', 'segar', 'kwalitasnya', 'bagus', 'bersih', 'kemas', 'rapi', 'barang', 'segar', 'bawa', 'belanja', 'segar', 'usul', 'makan', 'olah', 'mis', 'ayam', 'ikan', 'bumbu', 'laos', 'tinggal', 'goreng', 'terimakasih']"
1452,5,positive,"['ragu', 'belanja', 'online', 'segar', 'brngny', 'fresh', 'bersih']"
1453,5,positive,['good']
1454,5,positive,['muas']
1455,5,positive,"['bagus', 'sayur', 'sama', 'daging', 'ikan']"
1456,5,positive,"['alhamdulillah', 'blanja', 'segar', 'muas', 'fresh', 'semua', 'barang']"
1457,5,positive,"['bahan', 'fresh', 'kirim', 'sesuai', 'jadwal']"
1458,5,positive,"['produk', 'sayur', 'buah', 'fresh', 'kirim', 'cepat', 'bantu', 'malam', 'buah', 'kirim', 'langsung', 'recommended']"
1459,5,positive,['puas']
1460,5,positive,"['barang', 'bagus', 'layan', 'cepat']"
1461,5,positive,"['kurir', 'ramahsangat', 'bantu', 'banget', 'dalam', 'urus', 'belanja']"
1462,3,neutral,[]
1463,5,positive,"['fresh', 'sayur', 'daging']"
1464,5,positive,"['praktis', 'efesien']"
1465,5,positive,"['sayur', 'mayur', 'benar', 'fresh', 'packing', 'benar', 'good', 'bangeeettttt', 'pokok', 'puas', 'banget', 'blanja', 'segar', 'kurir', 'ramah', 'bingittsss', 'kirim', 'pagi', 'pagi', 'terimakasih', 'yuk', 'segar', 'solusi', 'belanja', 'sayur', 'mayur', 'emak', 'auto', 'lagi', 'mager', 'pakai', 'banget']"
1466,5,positive,['mantap']
1467,5,positive,"['produk', 'kualitas']"
1468,5,positive,"['segar', 'barang', 'fresh', 'garansi']"
1469,5,positive,['murceee']
1470,5,positive,['fresh']
1471,1,negative,"['instal', 'muncul']"
1472,5,positive,"['excellent', 'sayur', 'segar', 'banget', 'serasa', 'belanja', 'kebun']"
1473,5,positive,"['ikan', 'ayam', 'fresh']"
1474,5,positive,"['brgnya', 'segar', 'cepat']"
1475,5,positive,"['ok', 'banget']"
1476,5,positive,"['belanja', 'mudah']"
1477,5,positive,"['puas', 'banget', 'brang', 'kualitas', 'no']"
1478,5,positive,"['murah', 'bagus', 'barang']"
1479,5,positive,"['pokok', 'puas', 'belanja']"
1480,5,positive,"['layan', 'muas', 'mantap']"
1481,5,positive,['muas']
1482,5,positive,"['puas', 'pakai', 'segar', 'produk', 'bagus', 'promonya', 'tunggu', 'tukang', 'sayur', 'suka']"
1483,5,positive,['realpick']
1484,5,positive,['keren']
1485,5,positive,['puassssss']
1486,5,positive,"['mantap', 'barang', 'kualitas', 'harga', 'promo']"
1487,5,positive,"['puas', 'bangetsayuran', 'juga', 'syeger']"
1488,5,positive,"['sayur', 'buah', 'segar']"
1489,5,positive,"['saya', 'suka', 'belanja', 'segar', 'barang', 'bagus', 'kemas', 'bagus', 'cepat', 'sampenya']"
1490,4,positive,"['puas', 'belanja']"
1491,5,positive,"['mudah', 'beli', 'butuh', 'dapur']"
1492,5,positive,['puas']
1493,5,positive,['ramah']
1494,5,positive,"['woooww', 'senang', 'belanja', 'segar', 'produk', 'segar', 'kualitas', 'ok', 'banget', 'moga', 'seperti']"
1495,5,positive,"['segar', 'ok', 'kemarin', 'gratis', 'minyak', 'goreng', 'merk', 'jujur', 'minyak', 'goreng', 'bagus', 'warna', 'kuning', 'keruh', 'kali', 'merk', 'jujur', 'buah', 'ok', 'kirim', 'bagus', 'pakai', 'dus', 'freezer', 'pakai', 'lapis', 'es']"
1496,5,positive,"['thaankss', 'segar', 'kali', 'belanja', 'senang', 'banget', 'datengnya', 'sesuai', 'jadwal', 'packingnya', 'muas', 'besok', 'coba', 'sayur', 'ah', 'tambah', 'sukses', 'segar']"
1497,5,positive,"['good', 'apps']"
1498,5,positive,"['mantap', 'belanja', 'gampang', 'tinggal', 'klik', 'kirim']"
1499,5,positive,"['suka', 'belanja', 'segar', 'sayur', 'mayur', 'segar', 'daging', 'ikan', 'bumbu', 'komplit', 'harga', 'ok', 'kirim', 'ok', 'keluarga', 'bantu', 'segar', 'maju', 'segar']"
1500,5,positive,['top']
1501,5,positive,['ok']
1502,5,positive,"['kualitas', 'bintang', 'harga', 'kaki', 'limakesegarannya', 'bergaransigratis', 'ongkos', 'kirimkiriman', 'cepat', 'kilattepat', 'waktubanyak', 'hadiah']"
1503,5,positive,"['bagus', 'sudah', 'langgan', 'murah', 'barang', 'juga', 'bagus']"
1504,5,positive,"['puas', 'banget', 'belnj', 'gari']"
1505,5,positive,['okee']
1506,5,positive,['good']
1507,5,positive,"['alhamdulillah', 'belanja', 'segar', 'oke']"
1508,4,positive,"['barang', 'sesuai', 'and', 'fresh', 'sekali']"
1509,5,positive,"['kerren', 'masih', 'fresh', 'kirim', 'super', 'cepatngk', 'kawatir', 'barang', 'rusak', 'top', 'banget', 'deh']"
1510,5,positive,"['puas', 'banget', 'belanja', 'segar', 'recommended']"
1511,4,positive,"['coba', 'belanja', 'moga', 'kecewa']"
1512,5,positive,"['belanja', 'segar', 'puas', 'sekalisayuran', 'segar', 'baguspkoknya', 'puasmksh', 'segar']"
1513,5,positive,"['produk', 'baik', 'promo', 'tarik', 'amanah']"
1514,5,positive,"['mantap', 'terimakasih', 'seller']"
1515,5,positive,['mantap']
1516,5,positive,"['suka', 'belanja', 'segar', 'harga', 'enggak', 'mahal', 'barang', 'barang', 'segar', 'segat', 'bagus', 'kurir', 'langsung', 'paham', 'tempat', 'ku', 'kirim', 'pokok', 'segar', 'top', 'banget']"
1517,4,positive,"['coba', 'kode', 'voucher', 'gunain', 'kali', 'no', 'wa', 'juga', 'heee']"
1518,5,positive,"['mudahmudahan', 'promo']"
1519,5,positive,"['keren', 'banget']"
1520,5,positive,"['promo', 'ditmbh', 'lagi']"
1521,5,positive,['puas']
1522,5,positive,"['belanja', 'segar', 'sngat', 'memuaskanbarang', 'fresh', 'antar', 'paket', 'bagus', 'kurir', 'ramahbnyak', 'promonya', 'lagi']"
1523,5,positive,"['pesan', 'sayur', 'segarpuas', 'deh', 'belanja', 'segar']"
1524,5,positive,"['segarhemat', 'praktis', 'bonus', 'terima', 'kasih', 'segar']"
1525,5,positive,"['produk', 'bagus']"
1526,5,positive,['ok']
1527,5,positive,['good']
1528,5,positive,"['segar', 'produk']"
1529,5,positive,['bagus']
1530,5,positive,[]
1531,4,positive,"['packing', 'rapi', 'fresh']"
1532,5,positive,"['produk', 'segar', 'sesuai', 'terang']"
1533,5,positive,"['mantap', 'segar']"
1534,5,positive,"['alhamdulillah', 'barang', 'cepat', 'kemas', 'okk', 'bareng', 'segar']"
1535,5,positive,['ok']
1536,5,positive,"['bantu', 'konsumen', 'bekerjapengiriman', 'cepat', 'barang', 'fresh']"
1537,5,positive,"['kurir', 'ramahkemasan', 'kirim', 'rapi']"
1538,5,positive,['recomend']
1539,5,positive,"['belnja', 'segar', 'puas', 'banget', 'syur', 'segar', 'banget']"
1540,4,positive,"['puas', 'ayam', 'sesuai', 'gambar']"
1541,5,positive,"['senang', 'belanja', 'segar']"
1542,5,positive,"['barang', 'kirim', 'segar']"
1543,5,positive,"['pesan', 'sesuai', 'estimasi', 'barang', 'segar']"
1544,5,positive,"['senang', 'belanja', 'segar', 'bahan', 'kualitas', 'emas', 'bagus', 'daging', 'ayam', 'ikan', 'pakai', 'alumunium', 'foil', 'es', 'froze', 'segar', 'sampai', 'rumah']"
1545,5,positive,"['tingkat', 'promo', 'no', 'ys']"
1546,5,positive,"['barang', 'bagus', 'sayur', 'segar', 'kirim', 'cepat']"
1547,5,positive,"['alhamdulillah', 'toko', 'amanah', 'sukses', 'segar']"
1548,5,positive,"['amal', 'belanja', 'kali', 'gari', 'barang', 'pes', 'sesuai', 'kondisi', 'bagus', 'dipacking', 'aman', 'barang', 'juga', 'fresh']"
1549,4,positive,"['daging', 'fresh', 'aga', 'pucat', 'jaga', 'kualitas', 'belanja', 'online']"
1550,5,positive,"['the', 'best']"
1551,5,positive,"['good', 'job', 'segar']"
1552,5,positive,['good']
1553,5,positive,"['bantu', 'mager', 'duduk', 'fiam', 'di', 'rumah', 'pesan', 'datang', 'banyak', 'promo', 'disc']"
1554,5,positive,"['puas', 'banget', 'alhamdulillahsayuran', 'segarkemasan', 'rapi']"
1555,5,positive,['ok']
1556,5,positive,['puas']
1557,5,positive,"['top', 'banget', 'kurir', 'banget']"
1558,5,positive,"['barang', 'sesuai', 'pesanandatang']"
1559,4,positive,"['minblanja', 'dpat', 'free', 'migor', 'semua', 'produk']"
1560,5,positive,"['trimakasih', 'sugar', 'rumah', 'belanja', 'mudah']"
1561,5,positive,['bantu']
1562,5,positive,"['pisang', 'bagus', 'fresh', 'kirim', 'jam', 'pagi', 'tahan', 'kualitas', 'layan', 'ya', 'terima kasih']"
1563,5,positive,"['puas', 'belanja', 'segar', 'harga', 'murah', 'plus', 'discount', 'barang', 'segar', 'fresh', 'kurir']"
1564,5,positive,"['puas', 'segar', 'sayur', 'buaha']"
1565,3,neutral,"['dear', 'segar', 'mohon', 'maaf', 'kasih', 'bintang', 'mesan', 'kecewa', 'pesan', 'paket', 'masak', 'tumis', 'pare', 'kasih', 'pare', 'layak', 'konsumsi', 'busuk', 'pesan', 'lagi', 'jeruk', 'medan', 'buah', 'jeruk', 'layak', 'konsumsi', 'busuk', 'harap', 'depan', 'segar', 'kirim', 'konsumen', 'cek', 'ulang']"
1566,5,positive,"['kualitas', 'barang', 'bagus', 'kurir', 'ramh', 'cepat']"
1567,5,positive,['mantafff']
1568,5,positive,"['bareng', 'segar', 'cepat']"
1569,5,positive,['fresh']
1570,5,positive,['bagus']
1571,2,negative,[]
1572,5,positive,['ok']
1573,5,positive,"['belanja', 'segar', 'muas', 'repot']"
1574,5,positive,"['puas', 'bangeey']"
1575,5,positive,"['puas', 'banget', 'segar', 'segar', 'bugar', 'sayurn']"
1576,5,positive,"['mudah', 'dalam', 'belanja']"
1577,5,positive,"['dari', 'teman', 'gampang', 'mmbantu', 'banget', 'harga', 'brsaing', 'kang', 'sayur', 'tapi', 'kualitas', 'pstinya', 'sudah', 'sortir']"
1578,5,positive,"['puas', 'banget', 'belanja', 'segaribnyak', 'lagi', 'promodan', 'lngkapi', 'juga']"
1579,5,positive,"['aplikasi', 'ini', 'bantu', 'orang', 'malas', 'rumah', 'tinggal', 'pesan', 'tunggu', 'kirim', 'dtng', 'deh']"
1580,5,positive,"['bantu', 'mudah', 'berbelanjaga', 'ribet', 'tinggal', 'pilih', 'belanja', 'terus', 'tinggal', 'tunggu', 'antarbnyk', 'promo']"
1581,5,positive,"['keren', 'fresh']"
1582,5,positive,"['productny', 'segar', 'kualitas']"
1583,5,positive,"['produk', 'bagus', 'fresh', 'packingnya', 'aman', 'kirim', 'cepat', 'moga', 'promo', 'harga', 'rakyat']"
1584,4,positive,"['sayur', 'bagus']"
1585,4,positive,"['alhamdulillah', 'pesan', 'sampai', 'lengkaptapi', 'terong', 'busuk']"
1586,5,positive,"['bantu', 'alhamdulillah', 'daging', 'sama', 'ayam', 'kirim', 'kemarin', 'fresh', 'semuatks', 'segar', 'terimakasih', 'abang', 'kurir']"
1587,5,positive,"['puas', 'produk', 'segar', 'barang', 'segar', 'terima', 'kasih']"
1588,5,positive,['mantulll']
1589,5,positive,"['buah', 'sayur', 'daging', 'ayam', 'ikan', 'bagus', 'bagus', 'terimakasih']"
1590,5,positive,"['the', 'best']"
1591,5,positive,"['lumayan', 'puas', 'barang', 'harga', 'murah']"
1592,5,positive,['muas']
